,Status of existing checking account,Duration in month,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Other debtors / guarantors,Present residence since,Property,Age,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telepthone,Foreign worker,Sex,Personal status,target,numeric_target,cat_target,score,descrete_score
491,0 <= ... < 200 DM,27,no credits taken/ all credits paid back duly,business,8318,... <  100 DM,.. >= 7 years,2,none,4,unknown / no property,42,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,8397,1,0.9770723434825699,1
492,no checking account,6,critical account/  other credits existing (not at this bank),radio/television,1237,100 <= ... <  500 DM,1  <= ... < 4 years,1,none,1,building society savings agreement/ life insurance,27,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,1,1276,0,0.0002038604859843085,1
500,... < 0 DM,24,existing credits paid back duly till now,car (new),3123,... <  100 DM,... < 1 year,4,none,1,building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,3181,1,0.9917040302490625,1
504,... < 0 DM,24,existing credits paid back duly till now,car (new),1207,... <  100 DM,... < 1 year,4,none,4,building society savings agreement/ life insurance,24,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1265,0,0.0030042331041575387,1
515,... < 0 DM,6,critical account/  other credits existing (not at this bank),car (new),609,... <  100 DM,4  <= ... < 7 years,4,none,3,building society savings agreement/ life insurance,37,none,own,2,skilled employee / official,1,none,yes,female,divorced/separated/married,1,663,0,0.002788519507623821,1
517,no checking account,36,critical account/  other credits existing (not at this bank),furniture/equipment,7127,... <  100 DM,... < 1 year,2,none,4,building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,7196,1,0.9882017505898486,1
521,... < 0 DM,18,existing credits paid back duly till now,radio/television,3190,... <  100 DM,1  <= ... < 4 years,2,none,2,real estate,24,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,3238,1,1.0237651596374375,1
523,no checking account,24,existing credits paid back duly till now,car (used),3488,100 <= ... <  500 DM,4  <= ... < 7 years,3,none,4,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,3544,1,0.9825393708275709,1
524,0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,1113,... <  100 DM,1  <= ... < 4 years,4,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,none,no,female,divorced/separated/married,0,1168,0,-0.007390397516600977,0
526,no checking account,15,critical account/  other credits existing (not at this bank),education,1532,100 <= ... <  500 DM,1  <= ... < 4 years,4,none,3,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1587,0,-0.0031742767170990227,0
531,0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),2631,100 <= ... <  500 DM,1  <= ... < 4 years,2,none,4,"car or other, not in attribute 6",28,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,2683,0,0.03432729050901884,1
536,... < 0 DM,6,existing credits paid back duly till now,car (new),1374,unknown/ no savings account,unemployed,4,none,3,building society savings agreement/ life insurance,75,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1464,0,-0.0005726593906555388,0
537,0 <= ... < 200 DM,18,critical account/  other credits existing (not at this bank),furniture/equipment,3612,... <  100 DM,.. >= 7 years,3,none,4,building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,3676,1,0.9942076452578554,1
539,>= 200 DM,18,existing credits paid back duly till now,furniture/equipment,3049,... <  100 DM,... < 1 year,1,none,1,building society savings agreement/ life insurance,45,stores,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,3117,1,0.995095211268081,1
546,no checking account,24,critical account/  other credits existing (not at this bank),car (new),2022,... <  100 DM,1  <= ... < 4 years,4,none,4,"car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,2093,0,-0.008721254029152914,0
548,... < 0 DM,12,all credits at this bank paid back duly,radio/television,626,... <  100 DM,1  <= ... < 4 years,4,none,4,real estate,24,bank,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,673,0,0.011109065589410605,1
550,no checking account,12,critical account/  other credits existing (not at this bank),repairs,996,unknown/ no savings account,4  <= ... < 7 years,4,none,4,real estate,23,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,1,1043,0,-0.0008027679057551751,0
554,0 <= ... < 200 DM,9,existing credits paid back duly till now,education,1199,... <  100 DM,4  <= ... < 7 years,4,none,4,building society savings agreement/ life insurance,67,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1286,0,0.008730761384589059,1
556,0 <= ... < 200 DM,18,no credits taken/ all credits paid back duly,car (new),2278,100 <= ... <  500 DM,... < 1 year,3,none,3,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,1,2334,0,-0.009794021822080778,0
557,no checking account,21,no credits taken/ all credits paid back duly,car (new),5003,unknown/ no savings account,1  <= ... < 4 years,1,none,4,building society savings agreement/ life insurance,29,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,5062,1,1.0152926528864499,1
562,>= 200 DM,6,delay in paying off in the past,radio/television,683,... <  100 DM,... < 1 year,2,none,1,building society savings agreement/ life insurance,29,bank,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,724,0,-0.012431509005723429,0
565,0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,1553,100 <= ... <  500 DM,4  <= ... < 7 years,3,none,2,building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1608,0,-0.0042130418924092305,0
569,... < 0 DM,48,existing credits paid back duly till now,radio/television,6758,... <  100 DM,1  <= ... < 4 years,3,none,2,"car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,6845,1,1.0152174618621046,1
570,... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,3234,... <  100 DM,... < 1 year,4,none,4,real estate,23,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,3291,1,0.9838935621535272,1
572,no checking account,24,existing credits paid back duly till now,car (used),5433,unknown/ no savings account,unemployed,2,none,4,building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,5491,1,1.0028902985270616,1
573,... < 0 DM,15,existing credits paid back duly till now,business,806,... <  100 DM,1  <= ... < 4 years,4,none,4,building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,0,853,0,-0.00551934506324081,0
575,no checking account,15,critical account/  other credits existing (not at this bank),furniture/equipment,2788,... <  100 DM,4  <= ... < 7 years,2,co-applicant,3,"car or other, not in attribute 6",24,bank,own,2,skilled employee / official,1,none,no,female,divorced/separated/married,1,2836,1,0.9005073054561512,1
576,0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,2930,... <  100 DM,4  <= ... < 7 years,2,none,1,real estate,27,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,1,2975,1,1.001883761016894,1
577,no checking account,24,critical account/  other credits existing (not at this bank),education,1927,unknown/ no savings account,1  <= ... < 4 years,3,none,2,"car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,1992,0,-0.00431139396291802,0
582,no checking account,9,existing credits paid back duly till now,furniture/equipment,1388,... <  100 DM,1  <= ... < 4 years,4,none,2,real estate,26,none,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,1431,0,-0.004497366629260813,0
584,no checking account,12,existing credits paid back duly till now,car (new),2133,unknown/ no savings account,.. >= 7 years,4,none,4,unknown / no property,52,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,2208,0,0.02689631129341885,1
585,... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2039,... <  100 DM,1  <= ... < 4 years,1,none,4,real estate,20,bank,rent,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,2084,0,-0.00579723839472801,0
590,... < 0 DM,12,critical account/  other credits existing (not at this bank),radio/television,385,... <  100 DM,4  <= ... < 7 years,4,none,3,real estate,58,none,own,4,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,0,467,0,0.021108872997037675,1
591,0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965,unknown/ no savings account,1  <= ... < 4 years,4,none,4,"car or other, not in attribute 6",42,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,2043,0,-0.0030386817082626028,0
592,no checking account,21,existing credits paid back duly till now,business,1572,.. >= 1000 DM,.. >= 7 years,4,none,4,real estate,36,bank,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,1640,0,0.016130270663507473,1
593,0 <= ... < 200 DM,24,existing credits paid back duly till now,car (new),2718,... <  100 DM,1  <= ... < 4 years,3,none,4,building society savings agreement/ life insurance,20,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",no,female,divorced/separated/married,1,2772,1,0.9678629811239605,1
595,0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931,100 <= ... <  500 DM,... < 1 year,1,none,1,building society savings agreement/ life insurance,32,stores,own,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,974,0,-0.011210433054830382,0
596,... < 0 DM,24,existing credits paid back duly till now,car (new),1442,... <  100 DM,4  <= ... < 7 years,4,none,4,"car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,no,female,divorced/separated/married,0,1500,0,-0.017351140288669353,0
600,0 <= ... < 200 DM,7,existing credits paid back duly till now,radio/television,2329,... <  100 DM,... < 1 year,1,guarantor,1,real estate,45,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,2385,0,0.012153843207833526,1
601,0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,918,... <  100 DM,1  <= ... < 4 years,4,none,1,building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,none,no,female,divorced/separated/married,0,964,0,-0.0020769007694966257,0
602,0 <= ... < 200 DM,24,all credits at this bank paid back duly,education,1837,... <  100 DM,4  <= ... < 7 years,4,none,4,unknown / no property,34,bank,for free,1,unskilled - resident,1,none,no,female,divorced/separated/married,1,1906,0,0.01772655543006907,1
